StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1/15/2025 2:57,1/15/2025 3:04,IP Address,105.23.243.74,100,403,TRUE,1/15/2025 3:04,R_2rbYpGKMeNxw0h3,,,,,-29.8556,31.0449,anonymous,ZH-T,658445689b707b99eecac408,somewhat believe,undergraduate (college/University),Daily or more,Yes,may decrease,may decrease,may decrease,may increase,may decrease,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may decrease,may decrease,658445689b707b99eecac408,67876a62f2e03621a700bae4,658445689b707b99eecac408,APPROVED,Not Applicable,2025-01-15T07:57:39.114000Z,2025-01-15T08:06:22.025000Z,2025-01-26T04:03:16.470000Z,2025-01-15T08:06:23.270105Z,523,NOCODE,39,English,Hinduism,Yes. Both public and private,27,Male,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 3:04,1/15/2025 3:06,IP Address,105.23.243.74,100,87,TRUE,1/15/2025 3:06,R_2djaB4GLVCVmqIi,,,,,-29.8556,31.0449,anonymous,ZH-T,658445689b707b99eecac408,somewhat believe,undergraduate (college/University),Daily or more,Yes,may decrease,may decrease,may decrease,may decrease,may decrease,may decrease,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,may decrease,may decrease,658445689b707b99eecac408,67876a62f2e03621a700bae4,658445689b707b99eecac408,APPROVED,Not Applicable,2025-01-15T07:57:39.114000Z,2025-01-15T08:06:22.025000Z,2025-01-26T04:03:16.470000Z,2025-01-15T08:06:23.270105Z,523,NOCODE,39,English,Hinduism,Yes. Both public and private,27,Male,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 2:56,1/15/2025 3:05,IP Address,152.58.182.123,100,491,TRUE,1/15/2025 3:05,R_4IT9Qn36azlMVG2,,,,,22.518,88.3832,anonymous,ZH-T,6633209eaaa9e3e5008620bb,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,will definitely increase,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,remain the same,stay the same,6633209eaaa9e3e5008620bb,67876a3b0a8f2ba8f006f361,6633209eaaa9e3e5008620bb,APPROVED,Not Applicable,2025-01-15T07:56:43.283000Z,2025-01-15T08:15:54.841000Z,2025-01-26T04:03:16.165000Z,2025-01-15T08:15:55.263641Z,1152,NOCODE,18,"Bengali, English, Hindi",Hinduism,Yes. Both public and private,56,Male,Asian,India,India,India,Hindi,No,Unemployed (and job seeking)
1/15/2025 2:50,1/15/2025 3:07,IP Address,122.173.5.52,100,1016,TRUE,1/15/2025 3:07,R_4Q5XhgNdhYQFcQr,,,,,17.3724,78.4378,anonymous,ZH-T,65f33f3bf7f4511ce9281ffa,somewhat believe,undergraduate (college/University),Once a week,Yes,remain the same,very likely to increase,remain the same,remain the same,may decrease,may increase,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,remain the same,may increase,65f33f3bf7f4511ce9281ffa,678768ac0cd883f7a406eb54,65f33f3bf7f4511ce9281ffa,APPROVED,Not Applicable,2025-01-15T07:50:04.575000Z,2025-01-15T08:08:11.543000Z,2025-01-26T04:03:15.577000Z,2025-01-15T08:08:18.307014Z,1087,NOCODE,37,"English, Hindi",Hinduism,Yes. Both public and private,22,Male,Asian,India,India,India,Telugu,Yes,Unemployed (and job seeking)
1/15/2025 3:02,1/15/2025 3:08,IP Address,125.238.106.178,100,370,TRUE,1/15/2025 3:08,R_4T4UEKxwPMKUtOx,,,,,-43.5264,172.525,anonymous,ZH-T,6644b21e8c8072a82cb1c3d7,strongly believe,graduate school (postgraduate),Almost never,Yes,may decrease,may decrease,definitely decrease,remain the same,very likely to decrease,very likely to decrease,may increase,may increase,may increase,may increase,may increase,may increase,may increase,may increase,may decrease,very likely to decrease,6644b21e8c8072a82cb1c3d7,67876b747a955179dc3a759a,6644b21e8c8072a82cb1c3d7,APPROVED,Not Applicable,2025-01-15T08:02:05.979000Z,2025-01-15T08:08:44.778000Z,2025-01-26T04:03:17.097000Z,2025-01-15T08:08:46.012960Z,399,NOCODE,54,"Hindi, English",Hinduism,Yes. Both public and private,28,Male,Asian,India,New Zealand,India,English,Yes,Full-Time
1/15/2025 3:01,1/15/2025 3:09,IP Address,41.144.2.168,100,505,TRUE,1/15/2025 3:09,R_2Pv4Kve9DJAFYxb,,,,,-29.8556,31.0449,anonymous,ZH-T,66d564396a5f5850227041aa,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase,remain the same,will definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,stay the same,66d564396a5f5850227041aa,67876ae21b439cd94f79ae47,66d564396a5f5850227041aa,RETURNED,Not Applicable,2025-01-15T07:59:57.878000Z,2025-01-15T08:11:52.480000Z,,2025-01-15T08:11:53.297000Z,,NOCODE,32,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1/15/2025 3:02,1/15/2025 3:11,IP Address,193.166.177.70,100,501,TRUE,1/15/2025 3:11,R_28njn627fmwADYd,,,,,60.9883,25.6463,anonymous,ZH-T,663faa0187602e7a044305a8,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,may decrease,very likely to increase,remain the same,may increase,may increase,remain the same,may increase,may increase,remain the same,very likely to decrease,stay the same,663faa0187602e7a044305a8,67876b9ee6671d854eb8e3a6,663faa0187602e7a044305a8,APPROVED,Not Applicable,2025-01-15T08:02:38.392000Z,2025-01-15T08:12:02.835000Z,2025-01-26T04:03:17.416000Z,2025-01-15T08:12:03.589772Z,565,NOCODE,8,"English, Hindi, Nepali",Hinduism,Yes. Both public and private,22,Male,Asian,Nepal,Finland,Nepal,Nepali,Yes,Part-Time
1/15/2025 3:10,1/15/2025 3:15,IP Address,41.13.134.192,100,286,TRUE,1/15/2025 3:15,R_85vcezqXLOZqb9r,,,,,-29.8556,31.0449,anonymous,ZH-T,61479f8c690b4b274fae893d,somewhat believe,graduate school (postgraduate),Daily or more,Yes,may decrease,may increase,may decrease,may increase,may decrease,may increase,may increase,may increase,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,may decrease,may increase,61479f8c690b4b274fae893d,67876d80f02014c7f9e3ad17,61479f8c690b4b274fae893d,APPROVED,Not Applicable,2025-01-15T08:10:39.749000Z,2025-01-15T08:16:39.076000Z,2025-01-26T04:03:17.715000Z,2025-01-15T08:16:40.128496Z,360,NOCODE,39,English,Hinduism,Yes. Both public and private,25,Male,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/15/2025 3:12,1/15/2025 3:16,IP Address,80.56.173.92,100,255,TRUE,1/15/2025 3:16,R_2s5ida8LPh1XBSa,,,,,51.4633,5.7018,anonymous,ZH-T,66996aa4d5053b1e2c008939,somewhat believe,graduate school (postgraduate),Once a few months,Yes,may decrease,may increase,very likely to decrease,remain the same,remain the same,may increase,very likely to increase,very likely to increase,may increase,may increase,very likely to increase,very likely to increase,remain the same,remain the same,definitely decrease,definitely decrease,66996aa4d5053b1e2c008939,67876db34d3f7c319b0bfd83,66996aa4d5053b1e2c008939,APPROVED,Not Applicable,2025-01-15T08:11:52.105000Z,2025-01-15T08:16:31.705000Z,2025-01-26T04:03:18.306000Z,2025-01-15T08:16:32.310715Z,280,NOCODE,175,"Dutch, English, Hindi",Hinduism,Yes. Both public and private,37,Female,Asian,India,Netherlands,Netherlands,Telugu,No,Full-Time
1/15/2025 3:14,1/15/2025 3:18,IP Address,41.162.55.250,100,213,TRUE,1/15/2025 3:18,R_248Al2swZNHGQtX,,,,,-29.8556,31.0449,anonymous,ZH-T,6107eebfb8101eed3d7d8a77,strongly believe,graduate school (postgraduate),Once a week,Yes,very likely to decrease,very likely to increase,remain the same,definitely increase,may decrease,remain the same,remain the same,very likely to increase,very likely to increase,definitely increase,may increase,very likely to increase,remain the same,remain the same,may decrease,definitely increase,6107eebfb8101eed3d7d8a77,67876e5e3f940d230ab8d6a6,6107eebfb8101eed3d7d8a77,APPROVED,Not Applicable,2025-01-15T08:14:37.838000Z,2025-01-15T08:18:29.106000Z,2025-01-26T04:03:18.596000Z,2025-01-15T08:18:29.826351Z,232,NOCODE,107,English,Hinduism,Yes. Both public and private,27,Female,Other,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/15/2025 3:16,1/15/2025 3:18,IP Address,94.174.152.244,100,129,TRUE,1/15/2025 3:18,R_2IMwxXoKZ5KaPiV,,,,,51.4566,-0.968,anonymous,ZH-T,6320815455d02d8d3d1f9378,somewhat believe,undergraduate (college/University),2-3 times a year,Yes,may increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,very likely to increase,may increase,remain the same,very likely to increase,may increase,may decrease,stay the same,6320815455d02d8d3d1f9378,67876ed85bc4066d17a55214,6320815455d02d8d3d1f9378,APPROVED,Not Applicable,2025-01-15T08:16:31.542000Z,2025-01-15T08:18:52.884000Z,2025-01-26T04:03:19.438000Z,2025-01-15T08:18:53.456799Z,142,NOCODE,430,"English, Nepali",Hinduism,Yes. Both public and private,25,Male,Asian,Hong Kong,United Kingdom,United Kingdom,Cantonese,No,Full-Time
1/15/2025 3:16,1/15/2025 3:20,IP Address,106.219.255.230,100,196,TRUE,1/15/2025 3:20,R_4s0vop6g98GGzIS,,,,,22.518,88.3832,anonymous,ZH-T,65faac5391844b5253fc8d27,strongly believe,undergraduate (college/University),Once a few months,Yes,may decrease,may increase,definitely decrease,remain the same,definitely decrease,remain the same,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to decrease,very likely to increase,65faac5391844b5253fc8d27,67876ed845df1798dbbeba4d,65faac5391844b5253fc8d27,APPROVED,Not Applicable,2025-01-15T08:16:40.148000Z,2025-01-15T08:20:56.247000Z,2025-01-26T04:03:19.151000Z,2025-01-15T08:20:56.812821Z,257,65faac5391844b5253fc8d27,41,"English, Malayalam, Other",Hinduism,Yes. Both public and private,19,Male,Asian,India,India,India,English,Yes,Other
1/15/2025 3:11,1/15/2025 3:21,IP Address,106.219.59.71,100,604,TRUE,1/15/2025 3:21,R_4xdDkqKoQUKLHix,,,,,19.0748,72.8856,anonymous,ZH-T,66043493d2699f223f6300c9,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,definitely increase,very likely to increase,will definitely increase,definitely increase,definitely increase,definitely decrease,very likely to increase,definitely increase,may increase,may increase,66043493d2699f223f6300c9,67876da857ca6428c9fae426,66043493d2699f223f6300c9,APPROVED,Not Applicable,2025-01-15T08:11:38.536000Z,2025-01-15T08:22:36.143000Z,2025-01-26T04:03:17.995000Z,2025-01-15T08:22:36.862456Z,658,NOCODE,193,"English, Hindi",Hinduism,Yes. Both public and private,30,Male,Asian,India,India,India,English,No,Full-Time
1/15/2025 3:16,1/15/2025 3:22,IP Address,197.101.174.107,100,374,TRUE,1/15/2025 3:22,R_8tmXlawi0BMbuLM,,,,,-29.9056,30.9405,anonymous,ZH-T,6112fbe260fb02e72ffdecbd,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to decrease,very likely to decrease,definitely decrease,very likely to decrease,may decrease,remain the same,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,may decrease,very likely to decrease,6112fbe260fb02e72ffdecbd,67876ec7eaa2899df958260a,6112fbe260fb02e72ffdecbd,APPROVED,Not Applicable,2025-01-15T08:16:07.603000Z,2025-01-15T08:23:12.515000Z,2025-01-26T04:03:18.863000Z,2025-01-15T08:23:13.136709Z,425,NOCODE,35,English,Hinduism,Yes. Both public and private,22,Female,Other,South Africa,South Africa,South Africa,English,Yes,Other
1/15/2025 3:31,1/15/2025 3:37,IP Address,172.56.88.142,100,318,TRUE,1/15/2025 3:37,R_6NUQzPPhJYBZqMg,,,,,29.4231,-98.5705,anonymous,ZH-T,6773cb7882962d5d8c2c9c3e,somewhat believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,may decrease,remain the same,may decrease,remain the same,very likely to increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,may decrease,may increase,6773cb7882962d5d8c2c9c3e,67877272be820d84dcb64ed3,6773cb7882962d5d8c2c9c3e,APPROVED,Not Applicable,2025-01-15T08:31:53.827000Z,2025-01-15T08:38:16.933000Z,2025-01-26T04:03:20.833000Z,2025-01-15T08:38:17.758236Z,384,NOCODE,30,"English, Hindi, Other",Hinduism,Yes. Both public and private,29,Female,Asian,United States,United States,India,English,No,Full-Time
1/15/2025 3:33,1/15/2025 3:37,IP Address,108.231.192.248,100,264,TRUE,1/15/2025 3:37,R_1HeawP7mvRaKsMN,,,,,34.2319,-84.1627,anonymous,ZH-T,65f284445bd9d57a7c6c634f,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,remain the same,remain the same,may decrease,may decrease,very likely to increase,definitely increase,will definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may decrease,stay the same,65f284445bd9d57a7c6c634f,678772c01056af0a1581de17,65f284445bd9d57a7c6c634f,APPROVED,Not Applicable,2025-01-15T08:33:04.527000Z,2025-01-15T08:39:55.943000Z,2025-01-26T04:03:21.554000Z,2025-01-15T08:39:56.529703Z,412,NOCODE,494,"Tamil, English",Hinduism,Yes. Both public and private,43,Female,Asian,India,United States,India,English,No,Part-Time
1/15/2025 3:26,1/15/2025 3:39,IP Address,165.0.47.18,100,819,TRUE,1/15/2025 3:39,R_2v2TDSEFOVNpWet,,,,,-26.1044,28.2521,anonymous,ZH-T,5eb41fc36b903f23a402c7a4,strongly believe,vocational/technical school,Daily or more,Yes,may decrease,may increase,very likely to decrease,may increase,may decrease,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,very likely to decrease,definitely decrease,5eb41fc36b903f23a402c7a4,678770fa089494650714cf6a,5eb41fc36b903f23a402c7a4,APPROVED,Not Applicable,2025-01-15T08:25:46.448000Z,2025-01-15T08:40:50.293000Z,2025-01-26T04:03:20.191000Z,2025-01-15T08:40:50.808470Z,904,NOCODE,325,English,Hinduism,Yes. Both public and private,26,Male,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/15/2025 3:30,1/15/2025 3:40,IP Address,223.185.35.70,100,584,TRUE,1/15/2025 3:40,R_4NaDeRuxUXMfprp,,,,,22.518,88.3832,anonymous,ZH-T,65fab2896bb1445ad3abf39b,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,remain the same,remain the same,remain the same,may increase,may increase,may increase,may increase,remain the same,may increase,very likely to increase,remain the same,remain the same,may decrease,may increase,65fab2896bb1445ad3abf39b,6787721647eb435e2868c4fa,65fab2896bb1445ad3abf39b,APPROVED,Not Applicable,2025-01-15T08:30:14.299000Z,2025-01-15T08:41:19.965000Z,2025-01-26T04:03:20.508000Z,2025-01-15T08:41:20.623810Z,666,NOCODE,72,"English, Hindi, Bengali",Hinduism,Yes. Both public and private,54,Male,Other,India,India,India,English,No,Full-Time
1/15/2025 3:40,1/15/2025 3:40,IP Address,223.185.35.70,5,9,FALSE,1/22/2025 3:40,R_4C8E8rSEUVPwv8l,,,,,22.518,88.3832,anonymous,ZH-T,65fab2896bb1445ad3abf39b,,,,,,,,,,,,,,,,,,,,,65fab2896bb1445ad3abf39b,6787721647eb435e2868c4fa,65fab2896bb1445ad3abf39b,APPROVED,Not Applicable,2025-01-15T08:30:14.299000Z,2025-01-15T08:41:19.965000Z,2025-01-26T04:03:20.508000Z,2025-01-15T08:41:20.623810Z,666,NOCODE,72,"English, Hindi, Bengali",Hinduism,Yes. Both public and private,54,Male,Other,India,India,India,English,No,Full-Time
1/15/2025 3:19,1/15/2025 3:43,IP Address,157.41.241.78,100,1424,TRUE,1/15/2025 3:43,R_4YLhEsiL6JJhYa6,,,,,21.4668,83.9764,anonymous,ZH-T,65f4795df3579ac9802f5771,somewhat disbelieve,high school,Once a month,Yes,may decrease,remain the same,very likely to decrease,may increase,very likely to decrease,may decrease,definitely increase,definitely increase,remain the same,very likely to increase,definitely increase,definitely increase,may increase,definitely increase,definitely decrease,may decrease,65f4795df3579ac9802f5771,67876f8652fe73828e966329,65f4795df3579ac9802f5771,APPROVED,Not Applicable,2025-01-15T08:19:18.622000Z,2025-01-15T08:43:51.593000Z,2025-01-26T04:03:19.905000Z,2025-01-15T08:43:52.515630Z,1473,NOCODE,45,"Hindi, English, Other",Hinduism,Yes. Both public and private,19,Male,Asian,India,India,India,Hindi,Yes,DATA_EXPIRED
1/15/2025 3:43,1/15/2025 3:48,IP Address,67.168.254.206,100,261,TRUE,1/15/2025 3:48,R_3uTX48KAdnbbb70,,,,,45.5397,-122.9638,anonymous,ZH-T,65cb90ace80f886a058024ce,somewhat believe,graduate school (postgraduate),2-3 times a year,Yes,very likely to decrease,definitely increase,very likely to decrease,definitely increase,definitely decrease,may increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,may decrease,definitely increase,65cb90ace80f886a058024ce,6787753998d1c6df17e3af80,65cb90ace80f886a058024ce,APPROVED,Not Applicable,2025-01-15T08:43:44.724000Z,2025-01-15T08:49:08.846000Z,2025-01-26T04:03:22.032000Z,2025-01-15T08:49:09.648285Z,325,NOCODE,1085,"English, Hindi, Nepali",Hinduism,Yes. Both public and private,39,Female,Asian,Nepal,United States,Nepal,Nepali,No,Unemployed (and job seeking)
1/15/2025 3:50,1/15/2025 3:53,IP Address,92.40.172.208,100,207,TRUE,1/15/2025 3:53,R_8ysEbtBkkf7CaQQ,,,,,51.5268,-0.187,anonymous,ZH-T,66f4753074f2afc581c430c4,somewhat believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,may decrease,may decrease,may increase,very likely to increase,remain the same,may decrease,may increase,may increase,may decrease,may decrease,very likely to increase,may increase,remain the same,stay the same,66f4753074f2afc581c430c4,678776b2af23a430976e9c01,66f4753074f2afc581c430c4,APPROVED,Not Applicable,2025-01-15T08:50:00.252000Z,2025-01-15T08:53:53.009000Z,2025-01-26T04:03:22.517000Z,2025-01-15T08:53:53.706447Z,233,NOCODE,136,"English, Hindi, German",Hinduism,Yes. Both public and private,22,Female,Asian,India,United Kingdom,India,Hindi,No,Part-Time
