,Submission id,Participant id,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Religious affiliation,Fluent languages,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID
28,67c6b763f8ba1dabade0045c,611d3635a2b0e23631da2562,AWAITING REVIEW,Not Applicable,2025-03-04T08:18:49.805000Z,2025-03-04T08:24:41.774000Z,,2025-03-04T08:24:42.383929Z,352.0,NOCODE,52,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Afrikaans",Yes. Both public and private,32,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:18:52,2025-03-04 03:24:07,IP Address,197.185.144.37,100,315,True,2025-03-04 03:24:08,R_8cp7HiU5ElQgLZm,,,,,-26.2309,28.0583,anonymous,ZH-T,611d3635a2b0e23631da2562,strongly disbelieve,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,definitely increase,remain the same,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,611d3635a2b0e23631da2562
29,67c6b764048a416d343382f8,664ded164a11571a92ae3a7a,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:00.213000Z,2025-03-04T08:23:28.777000Z,,2025-03-04T08:23:29.787604Z,269.0,NOCODE,150,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,32,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Unemployed (and job seeking),2025-03-04 03:19:05,2025-03-04 03:22:54,IP Address,41.144.36.32,100,229,True,2025-03-04 03:22:55,R_24IAgCophfI47D0,,,,,-29.8553,31.0428,anonymous,ZH-T,664ded164a11571a92ae3a7a,somewhat believe,undergraduate (college/University),2-3 times a year,Yes,very likely to decrease,very likely to decrease,definitely decrease,may increase,definitely decrease,very likely to decrease,definitely increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,definitely increase,may increase,very likely to increase,definitely decrease,definitely decrease,664ded164a11571a92ae3a7a
30,67c6b764265521e46ec5b1b4,6671915529465459e8c75227,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:03.905000Z,2025-03-04T08:24:00.473000Z,,2025-03-04T08:24:01.119999Z,297.0,6671915529465459e8c75227,101,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:19:08,2025-03-04 03:23:21,IP Address,102.130.135.154,100,253,True,2025-03-04 03:23:22,R_8pGWI2WZGFRxLB3,,,,,-26.2309,28.0583,anonymous,ZH-T,6671915529465459e8c75227,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,may increase,may increase,remain the same,may increase,may increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,remain the same,may increase,remain the same,definitely increase,6671915529465459e8c75227
31,67c6b7659590bef5692dbad5,66b3776da0a0c117d33037ec,AWAITING REVIEW,Not Applicable,2025-03-04T08:18:52.797000Z,2025-03-04T08:23:24.911000Z,,2025-03-04T08:23:25.473527Z,273.0,NOCODE,31,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),2025-03-04 03:19:00,2025-03-04 03:23:02,IP Address,102.66.193.186,100,241,True,2025-03-04 03:23:03,R_8fHgQYD6XFUUxYT,,,,,-29,24,anonymous,ZH-T,66b3776da0a0c117d33037ec,strongly believe,undergraduate (college/University),Daily or more,Yes,definitely increase,remain the same,remain the same,definitely increase,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to increase,remain the same,may increase,66b3776da0a0c117d33037ec
32,67c6b76daee4bd87b11e7d1d,6164898326b315033e6c6e71,AWAITING REVIEW,Not Applicable,2025-03-04T08:18:53.580000Z,2025-03-04T08:26:36.315000Z,,2025-03-04T08:26:37.027895Z,463.0,NOCODE,423,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-04 03:19:14,2025-03-04 03:25:55,IP Address,197.221.123.178,100,400,True,2025-03-04 03:25:56,R_2m4ZFlMwdJvJrDx,,,,,-26.2309,28.0583,anonymous,ZH-T,6164898326b315033e6c6e71,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,may increase,remain the same,very likely to increase,remain the same,may increase,may increase,may increase,may increase,very likely to increase,remain the same,very likely to increase,remain the same,may increase,remain the same,definitely increase,6164898326b315033e6c6e71
33,67c6b772a54c96bb0a03b6d0,665c771a944e5ac6a2f516eb,AWAITING REVIEW,Not Applicable,2025-03-04T08:23:09.347000Z,2025-03-04T08:32:49.216000Z,,2025-03-04T08:32:49.829551Z,580.0,NOCODE,277,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-04 03:23:37,2025-03-04 03:31:43,IP Address,41.13.118.240,100,485,True,2025-03-04 03:31:43,R_8rAParRjG0VqYMh,,,,,-25.757,28.1443,anonymous,ZH-T,665c771a944e5ac6a2f516eb,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,definitely increase,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,665c771a944e5ac6a2f516eb
34,67c6b7739151e46c1fe50d7d,6124eb1821e2b4d5a294fc56,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:08.372000Z,2025-03-04T08:40:25.570000Z,,2025-03-04T08:40:26.192618Z,1278.0,NOCODE,175,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Korean, English, Afrikaans",Yes. Both public and private,22,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),2025-03-04 03:19:30,2025-03-04 03:39:21,IP Address,41.150.248.32,100,1191,True,2025-03-04 03:39:21,R_8BXfRboJTHtUVeo,,,,,-25.757,28.1443,anonymous,ZH-T,6124eb1821e2b4d5a294fc56,strongly believe,undergraduate (college/University),Once a few months,Yes,may decrease,very likely to increase,remain the same,very likely to increase,may decrease,remain the same,remain the same,remain the same,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,may increase,remain the same,very likely to increase,6124eb1821e2b4d5a294fc56
35,67c6b7748027fdee0ff57e48,6123a6ba02f11962d4586731,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:08.506000Z,2025-03-04T08:25:58.417000Z,,2025-03-04T08:25:59.048638Z,410.0,NOCODE,81,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,28,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time,2025-03-04 03:19:30,2025-03-04 03:25:29,IP Address,154.70.212.40,100,359,True,2025-03-04 03:25:30,R_2IKoCZ73ZdFeZOh,,,,,-33.914,18.4129,anonymous,ZH-T,6123a6ba02f11962d4586731,somewhat believe,undergraduate (college/University),Once a few months,Yes,may decrease,may decrease,very likely to decrease,may increase,very likely to decrease,may increase,definitely increase,may increase,definitely increase,may increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,may decrease,very likely to increase,6123a6ba02f11962d4586731
36,67c6b77abe28d29d7eb7cb1f,67434bb046e285fcfb0b0dfa,AWAITING REVIEW,Not Applicable,2025-03-04T08:24:02.809000Z,2025-03-04T08:25:24.125000Z,,2025-03-04T08:25:24.808829Z,82.0,NOCODE,34,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,24,Female,Black,United Kingdom,United Kingdom,Nigeria,English,No,Part-Time,2025-03-04 03:24:08,2025-03-04 03:25:10,IP Address,82.132.217.233,100,61,True,2025-03-04 03:25:10,R_8U90lahkFz69Lfb,,,,,55.867,-4.2621,anonymous,ZH-T,67434bb046e285fcfb0b0dfa,strongly believe,undergraduate (college/University),Once a month,Yes,may increase,very likely to increase,may increase,may increase,remain the same,may increase,remain the same,very likely to increase,remain the same,very likely to increase,may increase,may increase,may increase,may increase,very likely to increase,may increase,67434bb046e285fcfb0b0dfa
37,67c6b78286e850545fb3778a,649d80ad453dd744cf9ae418,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:58.236000Z,2025-03-04T08:28:48.042000Z,,2025-03-04T08:28:48.767431Z,530.0,NOCODE,183,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-04 03:20:02,2025-03-04 03:28:28,IP Address,197.79.67.191,100,505,True,2025-03-04 03:28:29,R_2ESxxwqDzfxLpsZ,,,,,-29,24,anonymous,ZH-T,649d80ad453dd744cf9ae418,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,may increase,definitely increase,may increase,very likely to increase,may increase,very likely to increase,may increase,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,definitely increase,may increase,649d80ad453dd744cf9ae418
38,67c6b783265521e46ec5b1c8,60fd5c41c2f9a7cbcc9c650a,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:15.196000Z,2025-03-04T08:22:16.214000Z,,2025-03-04T08:22:16.844265Z,182.0,NOCODE,90,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,31,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:19:17,2025-03-04 03:21:52,IP Address,102.32.201.110,100,155,True,2025-03-04 03:21:54,R_2es2zgcSfJMICuM,,,,,-29.8553,31.0428,anonymous,ZH-T,60fd5c41c2f9a7cbcc9c650a,strongly believe,high school,Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,stay the same,60fd5c41c2f9a7cbcc9c650a
39,67c6b785d5d77e8b161e85b5,5e917b152952914a6d3043c2,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:27.886000Z,2025-03-04T08:23:59.142000Z,,2025-03-04T08:24:00.159931Z,272.0,NOCODE,1194,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,72,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2025-03-04 03:19:31,2025-03-04 03:23:42,IP Address,94.193.211.235,100,250,True,2025-03-04 03:23:43,R_2Y7Z2d1vF5CVMgV,,,,,53.9573,-1.0837,anonymous,ZH-T,5e917b152952914a6d3043c2,strongly believe,undergraduate (college/University),Once a month,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,very likely to increase,may increase,may increase,remain the same,remain the same,remain the same,remain the same,remain the same,stay the same,5e917b152952914a6d3043c2
40,67c6b78a653d900e124d1cb9,6664833b10bb2abd191e024f,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:28.860000Z,2025-03-04T08:28:28.018000Z,,2025-03-04T08:28:28.622320Z,540.0,NOCODE,532,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Romanian",Yes. Both public and private,35,Female,White,Romania,United Kingdom,Romania,Romanian,No,Full-Time,2025-03-04 03:19:30,2025-03-04 03:28:11,IP Address,148.252.158.167,100,521,True,2025-03-04 03:28:12,R_88XTJn8y4AY07S1,,,,,51.4964,-0.1224,anonymous,ZH-T,6664833b10bb2abd191e024f,strongly believe,undergraduate (college/University),Once a few months,Yes,remain the same,remain the same,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,may increase,may increase,definitely increase,remain the same,remain the same,very likely to increase,may increase,stay the same,6664833b10bb2abd191e024f
41,67c6b790e1f297528663d619,60f3e9266fdd3251232e8e14,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:28.248000Z,2025-03-04T08:24:55.993000Z,,2025-03-04T08:24:56.918179Z,328.0,NOCODE,236,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Afrikaans",Yes. Both public and private,35,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time,2025-03-04 03:19:31,2025-03-04 03:24:37,IP Address,213.172.134.246,100,306,True,2025-03-04 03:24:38,R_2XiFXBBXthM9NuO,,,,,-33.0354,27.9159,anonymous,ZH-T,60f3e9266fdd3251232e8e14,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,very likely to increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,very likely to increase,remain the same,definitely increase,remain the same,definitely increase,60f3e9266fdd3251232e8e14
42,67c6b7962610e5ab7ad81aa3,666408427db5e38fe0ea1736,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:34.022000Z,2025-03-04T08:25:39.740000Z,,2025-03-04T08:25:40.471922Z,366.0,NOCODE,143,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Afrikaans",Yes. Both public and private,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:19:38,2025-03-04 03:24:59,IP Address,152.106.99.148,100,320,True,2025-03-04 03:24:59,R_2U4WsJ79tj74yYJ,,,,,-26.2309,28.0583,anonymous,ZH-T,666408427db5e38fe0ea1736,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,definitely increase,remain the same,very likely to increase,remain the same,very likely to increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,666408427db5e38fe0ea1736
43,67c6b7984001887d4c40eab1,613c707b73bedca550892f5f,AWAITING REVIEW,Not Applicable,2025-03-04T08:20:19.649000Z,2025-03-04T08:25:02.166000Z,,2025-03-04T08:25:03.101330Z,283.0,NOCODE,243,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,33,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:20:22,2025-03-04 03:24:41,IP Address,41.150.226.162,100,258,True,2025-03-04 03:24:42,R_269wxf6OiCCyYY9,,,,,-26.2309,28.0583,anonymous,ZH-T,613c707b73bedca550892f5f,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,stay the same,613c707b73bedca550892f5f
44,67c6b79f75565b5eeaf701fe,6681ea1a2bde0d04f7129e8d,AWAITING REVIEW,Not Applicable,2025-03-04T08:20:00.782000Z,2025-03-04T08:38:28.554000Z,,2025-03-04T08:38:30.049617Z,1108.0,667a074f23bc5cee5bdb053d,89,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, Other",Yes. Both public and private,20,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other,2025-03-04 03:20:12,2025-03-04 03:36:41,IP Address,41.246.129.187,100,989,True,2025-03-04 03:36:42,R_8JJLzgt0bL0gWK5,,,,,-33.9506,25.6228,anonymous,ZH-T,6681ea1a2bde0d04f7129e8d,strongly believe,high school,Daily or more,Yes,definitely increase,definitely increase,remain the same,definitely increase,may increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,may increase,6681ea1a2bde0d04f7129e8d
45,67c6b7a01976ecf4488afae2,61411d5f07fc9b36e69fe253,AWAITING REVIEW,Not Applicable,2025-03-04T08:19:56.522000Z,2025-03-04T08:36:30.591000Z,,2025-03-04T08:36:31.282811Z,995.0,NOCODE,264,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,28,Female,Other,South Africa,South Africa,South Africa,Afrikaans,Yes,Full-Time,2025-03-04 03:20:09,2025-03-04 03:35:47,IP Address,102.132.12.48,100,937,True,2025-03-04 03:35:48,R_2kL3gWjGUzS1Krm,,,,,-29.1252,26.163,anonymous,ZH-T,61411d5f07fc9b36e69fe253,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,61411d5f07fc9b36e69fe253
